label,text
positive,kerajaan mengembalikan wang itu kepada rakyat dengan pelbagai pendekatan
negative,tidak bersedia untuk menyampaikan ucapan 
positive,Oleh itu kami memperkenal skim khas bagi membanti pengedar dalam usaha menaik taraf kepada premis baharu
positive,Kita perlukan kerjasama semua pihak untuk meningkatkan kesedaran umum berhubung isu ini
negative,sanggup berbohong bagi menjayakan muslihat politik.
negative,"Harga barang naik, duit ubat lagi, memang saya rasa susahlah sekarang"
positive,Saya bagi tahu ini sebab saya mahu menanam keyakinan dalam diri
positive,"Sekiranya ejen tempat mengundi mendapati rupa seseorang pengundi itu mencurigakan, mereka boleh membuat bantahan serta-merta"
positive,"Apabila rancangan ini dilaksanakan, ditambah pula dengan rangkaian sistem kereta api yang bakal siap menjelang 2026, kita percaya masalah kesesakan dan kemalangan jalan raya dapat dikurangkan"
negative,Sebab berita palsu hari ini adalah satu virus yang boleh sebabkan semua orang terpengaruh dan terpesong
negative,Kita perlu berfikir dan bertindak secara matang serta tidak mengalah dengan tekanan emosi walaupun kadang-kadang ada perkara yang mungkin tidak dapat diselesaikan
positive,di timur tengah pun harga minyak petrol dinaikkan dan gst cukai barangan dan perkhidmatan dilaksanakan
negative,Bulan ada untuk sokong BN
positive,Jikalau tiada penyelesaian maka perbincangan kerusi ini mungkin akan dibuat di peringkat PH pusat
positive,"Saya mengesahkan 1MDB, berdasarkan rekod kami dan penyiasatan PAC, tidak pernah membayar walau satu sen pun kepada akaun peribadi perdana menteri"
positive,Memang faktor umur memberi kesan tapi umumnya saya sihat walaupun saya ada sakit jantung
negative,Kes belum selesai dan banyak lagi kes penyelewengan dan penyalahgunaan kuasa seumpama ini yang mengambil kesempatan daripada sentimen agama.
negative,Sebaliknya apa yang berlaku adalah gejala tsunami fitnah yang digerakkan oleh gabungan pembangkang.
positive,"Sekiranya seseorang guru mempunyai pengesahan perubatan mengalami masalah mental, JPN tidak boleh membiarkan guru itu bertugas sebaliknya guru itu perlu diberi cuti"
positive,"Warganegara Malaysia yang berdaftar sebagai pemilih dan termasuk dalam kategori Pengundi Pos Dalam Negara, boleh membuat permohonan undi pos mulai hari ini"
negative,"Ia menunjukkan sikap biadab dan tidak hormat, hanya kerana perbezaan politik"
negative,"Ada yang disembunyikan, dan itu yang dipercayai"
negative,tetapi akan berbalah sesama sendiri selepas mendapat jawatan diingini.
positive,Ia juga untuk mengelak pihak yang tidak bertanggungjawab mengambil kesempatan atas isu ini.
negative,Kita tahu Harapan berbohong kepada rakyat.
positive,(biar) yang keluar mengundi penyokong kita saja
positive,memuji tindakan parti politik termasuk pembangkang yang menjaga displin para penyokong sehingga tidak menimbulkan sebarang kekecohan dan kekacauan pada hari penamaan calon semalam.
positive,Saya harap semua pengusaha vape ikut peraturan dan undang-undang bagi mengelak tindakan diambil terhadap mereka
negative,ramai ahli parlimen telah menerima cemuhan dan cacian sementara artis seperti daisy ridley sam smith dan stephen fry adalah sebahagian daripada selebriti yang berhenti terus atau sementara daripada jaringan media sosial akibat cemuhan dalam talian
negative,Banyak anak-anak kita yang akan menjadi korban dan membuang masa di sekolah tahfiz persendirian yang masih di luar kawalan.
positive,begitu ramai penuntut malaysia yang miskin telah dibantu untuk belajar bukan setakat di dalam negara tetapi di luar negara sehingga mereka ini berjawatan tinggi pada masa sekarang
negative,"Bagaimanapun, ada kes di mana buli siber boleh memberi kesan pada mangsa seburuk atau lebih buruk daripada buli berdepan"
positive,ada juga veteran yang hadir dan mereka juga faham kenapa kita perlu pindah
negative,ahli akademik dan penganalisis politik Malaysia Bridget Welsh berkata PRU kali ini masih penuh dengan ketidaktentuan.
positive,"Kalaupun tidak terpilih, mereka menaruh harapan agar anak-anak pula dipilih sebagai calon bagi meneruskan legasi wakil rakyat di kawasan itu"
positive,Ini isu nasional yang memerlukan perhatian serius dan campur tangan daripada kerajaan serta semua pihak
negative,"menggesa orang ramai membuat aduan berkaitan PRU14 jika mereka mendapati wujud amalan seperti politik wang serta pembiayaan, pemberian dan dorongan memberi imbuhan kerana perkara itu tidak sepatutnya berlaku dalam pilihan raya di Malaysia."
positive,Kita akan selesaikannya sebelum pilihan raya umum
positive,"kerajaan BN yang stabil dan sederhana, atau Pakatan Harapan yang menjuarai zaman Mahathirisme!"
positive,Kepentingan pendidikan dan pemberdayaan generasi muda adalah penting
negative,tetapi seperti sang kelembai yang celopar mulutnya puja dan puji najib segera bertukar menjadi mimpi ngeri
negative,asean gagal memainkan peranan untuk mencari penyelesaian secara rantau walaupun piagam asean dan pbb membenarkan ia untuk berbuat demikian
positive,"Penting buat kita kerana pada PKR, kita sentiasa utamakan hak wanita"
negative,"Lebih menyedihkan, kanak-kanak yang kali terakhir bertemu ibunya pada Jun tahun lalu tidak pernah dihantar ke sekolah seperti murid lain termasuk Taman Bimbingan Kanak-kanak (Tabika) pada tahun lalu"
positive,Kita tak nafikan memang ada pembangunan seperti pembinaan hotel baharu sewaktu zaman Najib namun umum perlu tahu di Langkawi sudah jadi kelaziman bagi pembinaan seperti itu
negative,Banyak masa kempen terpaksa dihabiskan untuk menjawab isu sedemikian sehingga isu-isu pokok yang berkaitan dengan kebajikan rakyat tenggelam
negative,Saya benci dia ketika itu
positive,Jadi saya ingat perkara berkaitan dengan 1MDB ini kita tak perlu perhalusi kerana sudah jelas seperti yang saya umumkan tadi.
negative,"Berdasarkan sumber-sumber yang didapati daripada pembacaan dan pemerhatian, saya rasakan adalah tidak adil kepada rakyat yang mengundi apabila mereka dibiarkan tertanya-tanya akan permainan politik pihak pembangkang"
negative,ditubuhkan dengan dipengerusikan oleh bekas timbalan perdana menteri Datuk Seri Ahmad Zahid Hamidi ekoran beberapa tragedi buruk di sekolah tahfiz dan pendedahan kepincangan kelemahannya.
positive,Ini membuktikan Tuanku mengiktiraf peranan dan sumbangan kaum Cina di Johor.
positive,parti itu membuat semakan terhadap semua calon diketengahkan agar benar-benar bersih dari sebarang kes mahupun skandal.
positive,perbaiki sistem penyampaian pedalaman Sabah
positive,"Program ini menolak fahaman perbezaan kaum, bangsa, agama dan umur, malah ia memberi ruang kepada golongan autisme menjadi penyumbang penting dalam hasrat dan misi penubuhannya"
negative," Selain tanaman padi musnah, ada juga yang berdepan dengan keadaan rumah yang rosak atau kehilangan tempat tinggal."
positive,"Daripada menyokong inisiatif itu, mereka sebenarnya mahu memudahkan orang ramai menggunakan plastik"
positive,"Negara perlu dipastikan aman, barulah perancangan kerajaan ke arah pendidikan, kemudahan dan dasar dapat dilaksanakan dengan lancar"
positive,"Namun, Amanah optimis dalam soal ini, sekali gus yakin perubahan akan berlaku dalam PRU14 ini, masyarakat akan lakukan perubahan, dan tidak ketara saya katakan, Amanah bakal lakar kemenangan di parlimen ini"
positive,Kita harap dapat berkongsi maklumat dengan polis dan agensi kerajaan lain bagi memudahkan kita melakukan pelbagai program pendidikan
positive,"Sebagai rakyat Malaysia, perkara sebegini tidak sepatutnya berlaku"
positive,"Jika tiada penyelesaian, saya bersama semua pengadu akan mengadakan demonstrasi aman di hadapan ibu pejabat ROS"
negative,"Tiada tsunami Melayu, tetapi tsunami fitnah pembangkang"
negative,SPR nafi tak telus jalankan pilihan raya
positive,namun modus operandi memperkenalkan pakej rangsangan ekonomi tidak lagi sesuai kerana boleh meningkatkan defisit fiskal kerajaan
negative,"adalah sebagai parti nasionalis walaupun memperjuangkan agama tetapi ini bertukar kepada imej pelampau agama yang taksub, bengis dan ganas bila dipimpin oleh ulama."
positive,yang kerajaan perlu berhenti membantu adalah mereka yang sudah kaya-raya tetapi masih mengharapkan bantuan kerajaan dalam pelbagai bentuk
negative,"Hal ini bermakna pemilihan Umno akan ditangguhkan melebihi tempoh 18 bulan, keputusan penangguhan ini kononnya telah mendapat kelulusan ROS."
positive,Kita akan dapat atasi amalan kronisme dengan amalan ketelusan
positive,"Sehubungan itu, JPN sudah mengemukakan permohonan pengesahan status kewarganegaraan subjek dengan negara berkenaan dan akan menjalankan tindakan selanjutnya mengikut perundangan dan prosedur berkuat kuasa sebaik sahaja bukti diperoleh"
positive,"Jangan kerana dekat nak mengundi, semua bantuan diberikan kerajaan dilihat, dikatakan sebagai umpan sedangkan hakikatnya tidak begitu."
positive,Apa yang kita buat tak pernah melanggar apa yang ada dalam peraturan.
positive,Rakyat Malaysia sentiasa terpilih
positive,Ini bukan soal menghina sesiapa
positive,Mereka tak boleh terus-menerus naikkan harga barang sebab pengguna lebih bijak memilih barangan
positive,Begitu juga BN Jasin yang bekerja keras selepas kemenangan PRU13.
positive,Tahap demokrasi Malaysia tidaklah teruk seperti didakwa sesetengah pihak yang mengatakan demokrasi negara ini mati
positive,"Bukan sahaja perumahan, malah pemimpin tempatan juga banyak membantu saya dalam hal berkaitan pendidikan serta kebajikan anak-anak"
negative,Kami antara ahli ingin meluahkan rasa kurang senang atas beberapa isu terpendam selepas persidangan parti akhir tahun lalu.
negative,peringatan agendadaily tidak bertanggungjawab terhadap komentar yang diutarakan melalui laman sosial ini
negative,"Ada yang nampak boleh menang di peringkat awal sahaja, selepas bergelar wakil rakyat, bertukar menjadi wakil rakyat selalu hilang"
positive,"Tetapi kita percaya, undang -undang akan memastikan mereka yang bersalah di bawa ke muka pengadilan"
positive,"KR1M 2.0, Insya-ALLAH kekal dengan barang-barang yang boleh kita uruskan terus dari pengeluar, akan kita bincangkan agar harga di bawah pasaran dapat diteruskan"
negative,"Anehnya kerajaan ada pula duit untuk membiayai video berita palsu, iklan-iklan akhbar, poster dan propaganda  bagi menjatuhkan kerajaan negeri Pulau Pinang"
positive,kerana mereka ini menerima rawatan selepas mengharungi pengalaman yang getir itu.
negative,Ini adalah tidak benar kerana kebanyakannya tidak fasih berbahasa Melayu (bahasa kebangsaan) dan juga kurang boleh berkomunikasi serta menulis dengan baik
positive,"Pada masa sama, orang ramai berpeluang menyemak nama calon yang bertanding di bahagian pilihan raya masing-masing dan keputusan pilihan raya umum apabila diumumkan kelak."
positive,Sepatutnya kalau hendak bagi kenyataan biarlah senada dan seirama. 
negative,Sedangkan beliau adalah dalang yang menyebabkan kejatuhan ringgit yang memalukan sejak lima tahun lalu
positive,"Sebelum ini wujud pertikaian apabila ada orang tidak faham Islam mempertikaikannya (sumpah baiah talak tiga) sehingga timbul pelbagai masalah lain selain menyebabkan perceraian suami isteri, kita mahu mengelakkan semua ini"
positive,presiden ri joko widodo direncanakan hadir dalam konferensi tingkat tinggi apec yang akan dilaksanakan pada november di da nang vietnam
positive,Stadium Shah Alam pun kita akan serahkan balik kepada pasukan The Red Giants
negative,"Malah Presiden Pas sendiri, Datuk Seri Abdul Hadi Awang pernah kata saya ibarat mayat hidup tunggu nak tanam saja, saya telan semua cemuhan dengan sabar seperti pesanan kedua-dua Allahyarham ibu dan ayah"
positive,"Dalam hal ini, SPR telah mendapat jaminan daripada pihak Pos Malaysia berkaitan aspek keselamatan dan kerahsiaan dengan semua pengendalian penghantaran diklasifikasikan sebagaimana prosedur pos berdaftar menggunakan rangkaian Pos Laju"
positive,Negara kita bukan menggelongsor ke arah muflis dan tidak ada kemampuan
negative,Himpunan ini dibuat oleh tentera upahan yang selama ini berada dalam Bersatu yang selama ini tidak mempunyai keikhlasan menumbangkan Umno.
negative,kesal apabila ada pihak mempertikaikan tindakkanya memuat naik video di laman Instagram (IG) memaparkan dirinya tampil seksi dengan gaun ketat singkat dan tanpa lengan.
positive,Kami berharap dapat mengeksport durian ke Jepun
positive,Saya tetap bersama ahli-ahli Pas  dan cuba memahamkan mereka agar terus memberi sokongan kepada Pakatan Harapan
positive,rangsangan ini terus disuburkan apabila asean mempunyai seorang pemimpin bernama aung san suu kyi dari myanmar yang merperjuangkan hak asasi manusia dan telah mendapat pengiktirafan dunia yang menyebabkan beliau di anugerahkan nobel laureate
positive,"jika RM250 itu diberikan dalam bentuk baucar buku, ia meninggalkan implikasi yang baik terutama kepada industri dan penggiat buku"
positive,"Ini perlu difahami oleh pendokong LGBT dan seluruh warga Malaysia tak kira kaum atau agama, yang sewajarnya mengambil langkah secara beserdehana dan dalam konteks Malaysia sepertimana penulisan saya yang seringkali saya tekankan adalah keperluan memeluk erat asas penubuhan Malaysia iaitu Rukun Negara yang berteraskan Perlembagaan Persekutuan."
positive,Ia bagi mengekalkan perpaduan dalam kalangan masyarakat berbilang kaum dan agama di negara ini
negative,"Pembangkang anggap apabila kerajaan bersetuju, seolah-olah hari ini berjanji, esok telah siap"
positive,Hal ini kerana ada kemungkinan besar penyokong Pas akan mengundi Harapan.
positive,"Untuk fasa kedua yang akan dilaksanakan sepanjang tahun ini, sebanyak 612 pusat Tahfiz berdaftar bakal diselenggara secara keseluruhan termasuk dari segi piawaian pendawaian"
positive,"Jika Felda 1.0, kita menempa jaya, maka dengan Felda 2.0 ini, kita akan bersama melakar masa depan gemilang untuk berjaya dan terus berjaya, sampai ke puncaknya"
positive," Saya sangat berbangga, saya akan buat yang terbaik untuk melaksanakan agenda reformasi."
negative,tidak dapat menggunakan sepenuhnya hak mereka
positive,Walaupun semua itu takdir ALLAH namun usaha pencegahan kesedaran perlulah di tekankan kepada semua pelajar khususnya di pusat tahfiz
positive,"Bagaimanapun, siasatan perkara ini berjalan lancar dan kita akan lihat siapa badut serta sarkas dimaksudkan nanti"
positive,"Sehinggakan saya rasa ‘okay lah, sebab kamu pakar dan kamu kata kamu sedang menanganinya, saya tidak akan menyibuk’ dan saya buat keputusan untuk tumpu pada kerja saya"
positive,"Menurut tinjauan Institut Darul Ehsan (IDE), dalam konteks ini, BN mendapat peratusan yang lebih tinggi"
positive,Rapat raksasa akan diadakan pada sebelah malam di lokasi yang akan ditetapkan
negative,Saya dapati ada benda tak kena dan periuk nasi saya adalah dalam perundangan. 
negative,Amat bodoh sekali jika mereka harap rakyat kini akan mempercayai apa yang mereka katakan
positive,"Malah di Terengganu dalam tempoh satu penggal kita memerintah, mampu untuk mansuhkan tol dan menjana pendapatan negeri kerana tiada ketirisan berlaku"
positive,"Walaupun wujud begitu banyak kebimbangan dalam diri saya, tetapi saya yakin bahawa menyertai Bersatu ini adalah satu perkara yang perlu saya lakukan sekarang."
